epoch,Train_Loss,Val_AUC
0,0.7060627009579328,50.00347439371829
1,0.6964509068173843,50.020846362309776
2,0.6967370996415365,48.929886734764786
3,0.6954649489793817,50.78868737405322
4,0.6950145812712952,46.275449933986515
5,0.6950022720392778,50.07296226808422
6,0.6974661100858425,48.00222361197971
7,0.6953680859450017,48.700576749357246
8,0.6944431340844063,45.6570078521298
9,0.6961240127495641,50.017371968591476
10,0.6938014581612463,49.04454172746856
11,0.6917971199277055,48.48168994510457
12,0.6989160050408112,42.91223681467584
13,0.6950468922259917,50.71225071225071
