epoch,Train_Loss,Val_AUC
0,0.7206157225195833,55.09693558474047
1,0.6898179465133276,57.82086025988463
2,0.6852313824714976,58.71030505176845
3,0.6790653252077901,62.3792648182892
4,0.6768743700686858,58.4045584045584
5,0.6711768095837477,56.111458550482936
6,0.6653727821725183,61.64964213744702
7,0.6547180954444858,62.57383086651379
8,0.6560620900290282,64.04002501563477
9,0.6507181746565647,64.31797651309846
10,0.6524861619250545,64.57508164825236
11,0.6467761987796887,63.96358835383226
12,0.6391867000500527,63.60225140712945
13,0.634242945884561,62.066569383642566
14,0.6295652885192607,65.80501702452922
15,0.6282612394276523,66.0899173094295
16,0.6240451271688588,67.38934056007227
17,0.6135853176398756,63.78291988048086
18,0.6167626389337384,68.39691473837816
19,0.6070567696164343,67.84101174345075
20,0.6065787660215191,66.58328121742755
21,0.6017864467303374,67.57000903342366
22,0.6022290870796686,66.70835939128621
23,0.5914415614406684,67.98693627961921
24,0.5967265764040927,67.65339448266278
25,0.59147932322766,68.52199291223681
26,0.5853782199073786,66.27058578278091
27,0.5784139543865265,68.05642415398513
28,0.5763003997286493,68.69571259815163
29,0.5721039612890537,69.54346466541588
30,0.5639569181091616,66.03432700993677
31,0.5571292908043917,64.65151831005488
32,0.5616795910000177,69.93259676186506
33,0.5423676603041184,69.54346466541588
34,0.5456196537638808,69.8005698005698
35,0.5379240647441548,68.56368563685636
36,0.5288605876905048,68.04947536654853
37,0.5254139956866224,70.19665068445558
38,0.5329809141107621,70.25918977138488
39,0.5215782475770767,69.83531373775276
40,0.5071784398230144,67.63949690778959
41,0.5057429339362612,69.91869918699187
42,0.5062281602923466,68.38996595094156
43,0.49792890142548096,69.68938920158433
44,0.4894481505614133,69.96039191161142
45,0.4819416996855367,70.8845806406782
46,0.490493282769265,70.96101730248073
47,0.46508698467219783,68.11201445347787
48,0.48078456152012283,70.09241887290668
49,0.4621240670936938,71.83656451949135
50,0.4628737306604201,71.05830032659301
51,0.43877465332464693,70.05072614828713
52,0.4443467805886867,70.75255367938296
53,0.4445230068062202,70.16190674727261
54,0.43321397630341946,71.51692029740809
55,0.4248349074552919,70.0785212980335
56,0.42081489890743684,70.89152942811478
57,0.4152808702846981,70.6066291432145
58,0.4076901750958614,71.78792300743521
59,0.4188723149816564,72.07977207977207
60,0.40871811770467736,69.93954554930166
61,0.4136550204543919,70.03682857341394
62,0.4075809936243729,71.61420332152039
63,0.3914254826929997,71.64894725870336
64,0.3838907590673683,69.84921131262595
65,0.38461414661753346,70.9679660899173
66,0.3663540733868556,71.23202001250782
67,0.3824008468896049,71.59335695921062
68,0.34824338537995475,71.43353484816899
69,0.3579031045336854,72.35772357723577
70,0.3590731359649889,72.93447293447295
71,0.3346406514498222,71.04440275171983
72,0.3367869821876369,72.42026266416511
73,0.34069822999944904,72.21874782850394
74,0.328877205275721,70.65527065527066
75,0.32437001583828867,72.60093113751651
76,0.32900143138858273,73.02480717114864
77,0.32957410149416416,73.62240289069557
78,0.31008522140354633,72.40636508929192
79,0.3249551723733112,73.81002015148357
80,0.30696864362413545,72.86498506010702
81,0.3054207615594762,73.78917378917379
82,0.3060587211079734,71.1625321381419
83,0.2970079463696162,74.5048988951428
84,0.2764902365589748,74.22694739767911
85,0.2788486146580824,73.955944687652
86,0.2757725493051964,74.17135709818636
87,0.26929863842465296,72.52449447571398
88,0.2720064272927409,73.56681259120283
89,0.2603276709039724,73.27496351886595
90,0.2639164312123555,72.82329233548745
91,0.250830099742138,73.53901744145647
92,0.25146801219707565,72.46195538878465
93,0.2316047143463628,73.35834896810508
