epoch,Train_Loss,Val_AUC
0,0.7054639107013846,50.12507817385866
1,0.695512172317904,47.55055242860121
2,0.6982932467964403,51.58432353554305
3,0.6978775269067438,46.61594051837954
4,0.6956962955546678,47.755541657980686
5,0.6943193995802971,46.42137447015496
6,0.6944957445356138,49.80890834549371
7,0.695240095320107,46.605517337224654
8,0.6942341017174422,53.37016190674727
9,0.6994257977068674,46.94253352789938
10,0.6943307936690343,46.34146341463415
11,0.6928905173200942,45.417274685567364
12,0.6999909620903526,51.51483566117713
13,0.6942054542662209,52.80383573066501
14,0.6941322285261114,47.8285039260649
15,0.6939139240207034,51.966506844555624
16,0.6950633439808211,46.50823431311236
17,0.6939474395378863,52.091585018414285
18,0.6952961278011609,52.08811062469599
